#DrugBank-ID,host-protein-ID,NCBI-host-protein-ID,gene
1388,6514,8913,CACNA1G
1388,634,778,CACNA1F
1388,6512,8911,CACNA1I
1388,631,775,CACNA1C
1388,638,782,CACNB1
1388,640,784,CACNB3
1388,6513,8912,CACNA1H
1388,632,776,CACNA1D
1388,641,785,CACNB4
3781,47,32,ACACB
499,209,231,AR
499,6468,8856,NR1I2
499,179,196,AHR
929,4280,5734,PTGER4
929,4278,5732,PTGER2
929,4279,5733,PTGER3
5085,4118,5540,NPY4R
2195,1142,1432,MAPK14
13150,1670,2158,F9
13150,1013,1272,F3
13150,1671,2159,F10
2538,834,1017,CDK2
173,12534,55825,PECR
173,63,52,ACP1
173,304,353,APRT
173,3317,4507,MTAP
173,47,32,ACACB
173,5074,6733,SRPK2
2021,209,231,AKR1B1
2021,12892,57016,AKR1B10
1940,4137,5566,PRKACA
6848,5449,7177,TPSAB1
1057,484,590,BCHE
5281,488,596,BCL2
5281,5532,7277,TUBA4A
7030,209,231,AKR1B1
653,642,786,CACNG1
653,637,781,CACNA2D1
653,631,775,CACNA1C
653,639,783,CACNB2
653,635,779,CACNA1S
653,638,782,CACNB1
513,3950,5327,PLAT
513,3963,5340,PLG
513,3037,4018,LPA
725,926,1131,CHRM3
725,928,1133,CHRM5
725,923,1128,CHRM1
725,927,1132,CHRM4
725,924,1129,CHRM2
6249,1628,2100,ESR2
6249,1627,2099,ESR1
9239,142,146,ADRA1A
2789,5138,6820,SULT2B1
2789,6468,8856,NR1I2
5814,1770,2280,FKBP1A
694,5430,7155,TOP2B
694,5428,7153,TOP2A
996,7001,9568,GABBR2
996,637,781,CACNA2D1
996,1900,2550,GABBR1
996,6751,9254,CACNA2D2
996,630,774,CACNA1B
996,132,134,ADORA1
4620,2187,2902,GRIN1
8217,1530,1977,EIF4E
8217,860,1048,CEACAM5
11065,1627,2099,ESR1
13876,3123,4128,MAOA
707,2987,3949,LDLR
707,1714,2209,FCGR1A
7485,1631,2104,ESRRG
99,1541,1991,ELANE
99,1150,1441,CSF3R
11251,928,1133,CHRM5
2243,6359,8722,CTSF
1151,928,1133,CHRM5
1151,1323,1659,HRH1
1151,2545,3350,HTR1A
1151,4896,6530,SLC6A2
1151,149,154,ADRB2
1151,1421,1813,DRD2
1151,923,1128,CHRM1
1151,2552,3358,HTR2C
1151,2550,3356,HTR2A
1151,927,1132,CHRM4
1151,926,1131,CHRM3
1151,148,153,ADRB1
1151,4964,6609,SMPD1
1151,924,1129,CHRM2
1151,4898,6532,SLC6A4
8558,148,153,ADRB1
8558,2981,3938,LCT
1905,4206,5644,PRSS1
1905,3951,5328,PLAU
7740,2403,3157,HMGCS1
2565,12567,55869,HDAC8
1345,401,476,ATP1A1
9477,1304,1636,ACE
9477,509,623,BDKRB1
8003,4306,5770,PTPN1
2451,2843,3760,KCNJ3
2451,2912,3842,MIP
2451,4006,5406,PNLIP
2451,982,1208,CLPS
2451,309,358,AQP1
2451,4493,6010,RHO
14060,4288,5743,PTGS2
11632,1046,1312,COMT
2197,834,1017,CDK2
2020,209,231,AKR1B1
14007,934,1139,CHRNA7
11160,2928,3859,KRT12
7737,9103,23621,BACE1
372,1421,1813,DRD2
372,1420,1812,DRD1
372,1423,1815,DRD4
2638,461,554,AVPR2
2638,460,553,AVPR1B
2638,459,552,AVPR1A
6827,2094,2798,GNRHR
5792,7614,10280,SIGMAR1
8176,3124,4129,MAOB
7471,722,890,CCNA2
7471,834,1017,CDK2
8051,1411,1803,DPP4
8263,12400,55662,HIF1AN
8124,834,1017,CDK2
1238,2547,3352,HTR1D
1238,145,150,ADRA2A
1238,2553,3359,HTR3A
1238,1420,1812,DRD1
1238,2556,3362,HTR6
1238,147,152,ADRA2C
1238,1323,1659,HRH1
1238,928,1133,CHRM5
1238,923,1128,CHRM1
1238,2557,3363,HTR7
1238,2546,3351,HTR1B
1238,1422,1814,DRD3
1238,2545,3350,HTR1A
1238,1423,1815,DRD4
1238,146,151,ADRA2B
1238,143,147,ADRA1B
1238,2550,3356,HTR2A
1238,927,1132,CHRM4
1238,926,1131,CHRM3
1238,142,146,ADRA1A
1238,2548,3354,HTR1E
1238,1421,1813,DRD2
1238,924,1129,CHRM2
1238,2552,3358,HTR2C
3349,2349,3094,HINT1
3349,3792,5142,PDE4B
1220,6468,8856,NR1I2
7448,10975,51056,LAP3
6700,4896,6530,SLC6A2
6700,4898,6532,SLC6A4
4674,1311,1645,AKR1C1
4674,1488,1909,EDNRA
4405,3254,4321,MMP12
8906,2192,2908,NR3C1
605,12892,57016,AKR1B10
605,4287,5742,PTGS1
605,4057,5467,PPARD
605,8397,11251,PTGDR2
605,4165,5595,MAPK3
605,4288,5743,PTGS2
605,209,231,AKR1B1
3115,4174,5604,MAP2K1
5506,4306,5770,PTPN1
1681,3863,5224,PGAM2
3712,5056,6714,SRC
8133,834,1017,CDK2
7688,834,1017,CDK2
7688,722,890,CCNA2
5073,8943,23411,SIRT1
11581,488,596,BCL2
930,4280,5734,PTGER4
8362,1163,1457,CSNK2A1
4633,4715,6303,SAT1
4376,4150,5580,PRKCD
4566,4355,5837,PYGM
4566,2726,3615,IMPDH2
4566,16841,122622,ADSSL1
4544,4355,5837,PYGM
444,5428,7153,TOP2A
247,2546,3351,HTR1B
247,2548,3354,HTR1E
247,2551,3357,HTR2B
247,2557,3363,HTR7
247,2550,3356,HTR2A
247,2545,3350,HTR1A
247,2549,3355,HTR1F
247,2552,3358,HTR2C
4493,2112,2821,GPI
4493,1708,2203,FBP1
4493,3853,5210,PFKFB4
4493,3850,5207,PFKFB1
8320,1627,2099,ESR1
8320,7796,10499,NCOA2
8097,1142,1432,MAPK14
4972,2227,2950,GSTP1
227,2402,3156,HMGCR
227,2328,3066,HDAC2
227,2779,3683,ITGAL
1624,145,150,ADRA2A
1624,2550,3356,HTR2A
1624,1323,1659,HRH1
1624,142,146,ADRA1A
1624,1420,1812,DRD1
1624,1421,1813,DRD2
2309,396,471,ATIC
2309,2480,3251,HPRT1
5139,14594,80310,PDGFD
11590,3345,4548,MTR
11590,9129,23657,SLC7A11
11590,411,486,FXYD2
3707,3575,4842,NOS1
3707,3577,4846,NOS3
590,142,146,ADRA1D
590,15886,90134,KCNH7
590,14704,81033,KCNH6
590,142,146,ADRA1A
590,2840,3757,KCNH2
590,143,147,ADRA1B
4088,4306,5770,PTPN1
9215,4287,5742,PTGS1
9215,4288,5743,PTGS2
8949,6458,8843,HCAR3
8949,20617,338442,HCAR2
6888,834,1017,CDK2
7538,722,890,CCNA2
7538,834,1017,CDK2
9460,620,762,CA4
9460,618,760,CA2
9460,626,768,CA9
9460,617,759,CA1
6494,2094,2798,GNRHR
5243,2809,3717,JAK2
4099,21190,349565,NMNAT3
4099,13747,64802,NMNAT1
1960,1530,1977,EIF4E
1960,10602,28960,DCPS
8693,1202,1504,CTRB1
2378,9103,23621,BACE1
1615,1323,1659,HRH1
50,3002,3973,LHCGR
50,2094,2798,GNRHR
404,719,886,CCKAR
215,142,146,ADRA1A
215,923,1128,CHRM1
215,1323,1659,HRH1
215,4898,6532,SLC6A4
215,2552,3358,HTR2C
5147,5532,7277,TUBA4A
5147,15550,84790,TUBA1C
5147,5880,7846,TUBA1A
5147,7689,10376,TUBA1B
5147,7693,10382,TUBB4A
5147,5534,7280,TUBB2A
5147,5533,7278,TUBA3C
5147,14700,81027,TUBB1
5147,14489,80086,TUBA4B
5147,21127,347733,TUBB2B
5147,5534,7280,TUBB
5147,7694,10383,TUBB4B
5147,16332,112714,TUBA3E
5147,15454,84617,TUBB6
5147,7692,10381,TUBB3
7528,2871,3791,KDR
4282,2981,3938,LCT
1282,3703,5021,OXTR
952,2545,3350,HTR1A
952,2546,3351,HTR1B
952,2549,3355,HTR1F
952,2547,3352,HTR1D
3478,8940,23408,SIRT5
8642,1347,1719,DHFR
1884,1411,1803,DPP4
9421,5470,7201,TRHR
3994,261,306,ANXA3
9108,5667,7450,VWF
3604,5351,7068,THRB
1241,4056,5465,PPARA
3968,4457,5972,REN
4636,9228,25797,QPCT
3566,149,154,ADRB2
3566,148,153,ADRB1
3566,5547,7296,TXNRD1
1008,1271,1595,CYP51A1
6176,3286,4363,ABCC1
6176,7382,10013,HDAC6
6176,2327,3065,HDAC1
6176,7163,9759,HDAC4
6176,2328,3066,HDAC2
228,2175,2890,GRIA1
228,2820,3736,KCNA1
228,2864,3783,KCNN4
228,427,513,ATP5D
228,2328,3066,HDAC2
228,9815,27032,ATP2C1
7713,3250,4317,MMP8
1404,2689,3569,IL6
1404,4288,5743,PTGS2
1404,179,196,AHR
6212,461,554,AVPR2
6212,459,552,AVPR1A
2424,2527,3320,HSP90AA1
2424,5456,7184,HSP90B1
2424,2532,3326,HSP90AB1
11635,3876,5243,ABCB1
7254,1595,2050,EPHB4
2014,4306,5770,PTPN1
7457,3820,5170,PDPK1
3147,5547,7296,TXNRD1
3147,9817,27034,ACAD8
3147,1352,1728,NQO1
3147,1994,2671,GFER
3147,1351,1727,CYB5R3
3147,19655,259307,IL4I1
3147,2215,2936,GSR
3147,50,35,ACADS
3147,3575,4842,NOS1
3147,5448,7175,TPR
3147,3123,4128,MAOA
3147,4040,5447,POR
3147,3569,4835,NQO2
3147,3124,4129,MAOB
3147,2805,3712,IVD
3147,6661,9131,AIFM1
3147,1732,2232,FDXR
3147,12744,56605,ERO1B
3147,62,51,ACOX1
3147,11411,51706,CYB5R1
3147,49,34,ACADM
3147,41,26,DAO
3147,3474,4704,NDUFA9
3147,5702,7498,XDH
3147,1361,1738,DLD
3147,1969,2639,GCDH
3147,1414,1806,DPYD
12267,40,25,ABL1
12267,2748,3643,INSR
12267,1607,2064,ERBB2
12267,1609,2066,ERBB4
12267,1516,1956,EGFR
12267,211,238,ALK
12267,2621,3480,IGF1R
12267,1807,2322,FLT3
6325,3805,5155,PDGFB
1839,1674,2162,F13A1
5943,2682,3561,IL2RG
5943,1148,1439,CSF2RB
3583,834,1017,CDK2
6911,1661,2147,F2
8134,834,1017,CDK2
3251,4206,5644,PRSS1
7615,9965,27306,HPGDS
6836,3916,5289,PIK3C3
6836,3921,5294,PIK3CG
2371,584,716,C1S
735,5055,6713,SQLE
1384,2192,2908,NR3C1
8730,1142,1432,MAPK14
7692,3939,5315,PKM
8522,1142,1432,MAPK14
1616,2545,3350,HTR1A
5869,5404,7124,TNF
5869,2394,3146,HMGB1
4892,57,43,ACHE
4892,303,351,APP
4892,484,590,BCHE
1734,4306,5770,PTPN1
249,149,154,ADRB2
2082,11439,51762,RAB8B
2910,1300,1632,ECI1
2910,49,34,ACADM
2910,1478,1892,ECHS1
7537,2871,3791,KDR
7329,2641,3501,IGHG2
3028,1205,1509,CTSD
8221,5301,7010,TEK
2776,12541,55835,LIP1
6082,2346,3091,HIF1A
8394,2640,3500,IGHG1
12128,2012,2693,GHSR
2917,12567,55869,HDAC8
8705,3919,5292,PIM1
7020,4171,5601,MAPK9
2377,1972,2643,GCH1
2377,3589,4860,PNP
13999,662,811,CALR
13999,5667,7450,VWF
13999,1671,2159,F10
13999,1670,2158,F9
13999,3022,3998,LMAN1
13999,370,433,ASGR2
13999,3892,5264,PHYH
13999,2519,3309,HSPA5
13999,15927,90411,MCFD2
13999,3044,4035,LRP1
13999,671,821,CANX
3193,4056,5465,PPARA
3193,9544,26279,PLA2G2D
47,2748,3643,INSR
47,2621,3480,IGF1R
4727,2871,3791,KDR
1599,874,1066,CES1
1599,34,19,ABCA1
4983,3710,5029,P2RY2
2391,3589,4860,PNP
9285,997,1241,LTB4R
9285,5217,6915,TBXA2R
9285,213,240,ALOX5
9285,4288,5743,PTGS2
1080,33,18,ABAT
1080,1900,2550,GABBR1
397,149,154,ADRB2
397,148,153,ADRB1
397,1420,1812,DRD1
8370,2227,2950,GSTP1
4578,1411,1803,DPP4
1040,6468,8856,NR1I2
3485,3063,4057,LTF
2996,8080,10863,ADAM28
2679,618,760,CA2
2679,1209,1513,CTSK
1177,5428,7153,TOP2A
1177,5112,6783,SULT1E1
2821,3651,4942,OAT
7101,4174,5604,MAP2K1
6681,767,941,CD80
6681,768,942,CD86
7987,3248,4314,MMP3
3294,618,760,CA2
7955,1540,1990,CELA1
3721,3145,4153,MBL2
3721,5707,7504,NA
3721,4574,6125,L5
3721,463,563,AZGP1
3721,4791,6401,SELE
3721,3347,4550,HN
3721,874,1066,CES1
3721,4969,6614,SIGLEC1
3721,4452,5967,REG1A
3721,4793,6403,SELP
5422,4898,6532,SLC6A4
7796,1661,2147,F2
6595,2892,3815,KIT
6595,2871,3791,KDR
6595,4148,5578,PRKCA
6595,1807,2322,FLT3
6595,3809,5159,PDGFRB
6595,3806,5156,PDGFRA
8010,4172,5602,MAPK10
6754,390,462,SERPINC1
6154,2305,3039,HBA1
6154,2309,3043,HBB
528,642,786,CACNG1
2829,5707,7504,NA
5472,2607,3454,IFNAR1
5472,2608,3455,IFNAR2
9048,5173,6869,TACR1
7594,2527,3320,HSP90AA1
7594,2532,3326,HSP90AB1
3509,138,142,PARP1
5092,2773,3676,ITGA4
4000,2176,2891,GRIA2
2240,5448,7175,TPR
1166,3789,5139,PDE3A
7577,5549,7298,TYMS
264,149,154,ADRB2
264,148,153,ADRB1
4471,1627,2099,ESR1
3587,3943,5319,PLA2G1B
9301,511,627,BDNF
9301,4750,6347,CCL2
9301,1991,2668,GDNF
9301,5647,7422,VEGFA
3158,2741,3633,INPP5B
1535,3677,4988,OPRM1
1535,3674,4985,OPRD1
1535,3675,4986,OPRK1
2432,5056,6714,SRC
13994,1905,2556,GABRA3
13994,1904,2555,GABRA2
275,173,185,AGTR1
2494,4609,6167,RPL37
2494,4585,6138,RPL15
2494,17656,140801,RPL10L
2494,9021,23521,RPL13A
2494,3551,4809,SNU13
2494,4571,6122,RPL3
2494,4593,6147,RPL23A
2494,4589,6143,RPL19
2494,11035,51121,RPL26L1
2494,4582,6135,RPL11
2494,4579,6132,RPL8
2494,6820,9349,RPL23
2494,1078,1357,CPA1
2494,11088,51187,RSL24D1
7583,4137,5566,PRKACA
7583,4140,5569,PKIA
951,1242,1557,CYP2C19
951,1233,1544,CYP1A2
951,1243,1558,CYP2C8
951,1252,1576,CYP3A4
1392,2546,3351,HTR1B
1392,146,151,ADRA2B
1392,145,150,ADRA2A
1392,2551,3357,HTR2B
1392,2547,3352,HTR1D
1392,147,152,ADRA2C
1392,1421,1813,DRD2
1392,2552,3358,HTR2C
1392,2550,3356,HTR2A
1392,1422,1814,DRD3
1392,2545,3350,HTR1A
1102,150,155,ADRB3
1102,149,154,ADRB2
1102,148,153,ADRB1
7780,1726,2224,FDPS
7780,1819,2339,FNTA
7780,4374,5876,RABGGTB
7780,1821,2342,FNTB
7780,6909,9453,GGPS1
7780,4373,5875,RABGGTA
7780,2915,3845,KRAS
7072,1411,1803,DPP4
1823,4355,5837,PYGM
7242,3919,5292,PIM1
7242,1286,1613,DAPK3
2558,3245,4311,MME
13783,4288,5743,PTGS2
13783,4287,5742,PTGS1
1136,146,151,ADRA2B
1136,2016,2697,GJA1
1136,142,146,ADRA1D
1136,5639,7412,VCAM1
1136,142,146,ADRA1A
1136,5647,7422,VEGFA
1136,145,150,ADRA2A
1136,148,153,ADRB1
1136,3488,4718,NDUFC2
1136,2346,3091,HIF1A
1136,143,147,ADRA1B
1136,4791,6401,SELE
1136,2844,3761,KCNJ4
1136,2840,3757,KCNH2
1136,149,154,ADRB2
1136,3603,4879,NPPB
1136,147,152,ADRA2C
6918,4206,5644,PRSS1
4351,61,50,ACO2
7441,2649,3514,IGKC
7441,2640,3500,IGHG1
3731,330,383,ARG1
3731,331,384,ARG2
5905,2554,3360,HTR4
3974,3577,4846,NOS3
2942,6110,8411,EEA1
2340,1674,2162,F13A1
6040,2903,3832,KIF11
3372,2679,3558,IL2
8352,1142,1432,MAPK14
3782,3951,5328,PLAU
9273,3788,5138,PDE2A
9273,133,135,ADORA2A
9273,149,154,ADRB2
302,3963,5340,PLG
4445,5140,6822,SULT2A1
9351,148,153,ADRB1
1064,5000,6647,SOD1
1064,149,154,ADRB2
1064,3922,5295,PIK3R1
1064,150,155,ADRB3
1064,6178,8503,PIK3R3
1064,148,153,ADRB1
1064,3923,5296,PIK3R2
1064,4164,5594,MAPK1
6127,1411,1803,DPP4
979,923,1128,CHRM1
6917,3054,4048,LTA4H
6967,4457,5972,REN
284,243,279,AMY2A
284,4849,6476,SI
284,1898,2548,GAA
284,6544,8972,MGAM
2884,5733,7544,ZFY
6075,2621,3480,IGF1R
7504,834,1017,CDK2
615,5456,7184,HSP90B1
615,2527,3320,HSP90AA1
204,2840,3757,KCNH2
204,2851,3768,KCNJ12
204,2857,3776,KCNK2
2715,1627,2099,ESR1
14051,609,747,DAGLA
2419,4065,5478,PPIA
7163,834,1017,CDK2
784,4288,5743,PTGS2
784,4287,5742,PTGS1
6543,3538,4792,NFKBIA
6446,2552,3358,HTR2C
6446,2550,3356,HTR2A
6446,629,773,CACNA1A
6446,2545,3350,HTR1A
4839,209,231,AR
4839,305,354,KLK3
2292,618,760,CA2
2292,356,412,STS
2795,3943,5319,PLA2G1B
2795,10826,30814,PLA2G2E
6233,1849,2475,MTOR
192,4737,6331,SCN5A
40,1971,2642,GCGR
40,2044,2740,GLP1R
40,6814,9340,GLP2R
8058,7402,10039,PARP3
6311,3945,5321,PLA2G4A
6789,3875,5241,PGR
4673,1671,2159,F10
9488,1323,1659,HRH1
422,4896,6530,SLC6A2
422,4897,6531,SLC6A3
422,4898,6532,SLC6A4
7344,9994,27349,MCAT
1919,4137,5566,PRKACA
8827,3344,4547,MTTP
8751,2488,3265,HRAS
6953,1819,2339,FNTA
6953,1821,2342,FNTB
2827,4306,5770,PTPN1
9166,1903,2554,GABRA1
9166,4271,5724,PTAFR
9166,1905,2556,GABRA3
9166,1904,2555,GABRA2
13155,209,231,AR
5786,6487,8880,FUBP1
8766,10975,51056,LAP3
7719,4306,5770,PTPN1
7281,9103,23621,BACE1
12698,5884,7852,CXCR4
12698,747,920,CD4
12698,991,1234,CCR5
2308,4208,5646,PRSS3
658,936,1141,CHRNB2
4404,916,1118,CHIT1
13179,6468,8856,NR1I2
9077,928,1133,CHRM5
7922,3254,4321,MMP12
963,4288,5743,PTGS2
963,4287,5742,PTGS1
579,4897,6531,SLC6A3
579,4896,6530,SLC6A2
579,4898,6532,SLC6A4
579,4932,6571,SLC18A2
7933,1628,2100,ESR2
7933,1627,2099,ESR1
5490,4058,5468,PPARG
2084,4206,5644,PRSS1
8418,618,760,CA2
7137,722,890,CCNA2
7137,834,1017,CDK2
1956,1900,2550,GABBR1
1956,2188,2904,GRIN2B
1956,5928,8001,GLRA3
1956,2045,2741,GLRA1
1956,2046,2742,GLRA2
7100,2527,3320,HSP90AA1
1185,209,231,AR
1185,1627,2099,ESR1
1185,2504,3291,HSD11B2
1185,4187,5618,PRLR
1185,2192,2908,NR3C1
4200,20408,317749,DHRS4L2
4599,2177,2892,GRIA3
4599,2550,3356,HTR2A
4599,2176,2891,GRIA2
4599,1421,1813,DRD2
5967,15468,84634,KISS1R
11726,934,1139,CHRNA7
614,2418,3176,HNMT
8746,1671,2159,F10
1213,124,125,ADH1B
1213,123,124,ADH1A
1213,697,847,CAT
1213,125,126,ADH1C
6317,13304,57823,SLAMF7
13946,209,231,AR
13946,1627,2099,ESR1
3128,927,1132,CHRM4
3128,934,1139,CHRNA7
3128,57,43,ACHE
3128,923,1128,CHRM1
3128,926,1131,CHRM3
3128,924,1129,CHRM2
831,10884,50632,CALY
831,654,801,CALM1
831,4690,6275,S100A4
831,1421,1813,DRD2
831,5412,7134,TNNC1
831,142,146,ADRA1A
8676,1819,2339,FNTA
8676,1821,2342,FNTB
514,931,1136,CHRNA3
514,7614,10280,SIGMAR1
514,3675,4986,OPRK1
514,936,1141,CHRNB2
514,4896,6530,SLC6A2
514,8076,10857,PGRMC1
514,930,1135,CHRNA2
514,3674,4985,OPRD1
514,934,1139,CHRNA7
514,938,1143,CHRNB4
514,3677,4988,OPRM1
514,932,1137,CHRNA4
514,16603,116443,GRIN3A
514,4898,6532,SLC6A4
3213,4206,5644,PRSS1
5939,2140,2852,GPER1
8296,2640,3500,IGHG1
7800,1671,2159,F10
2691,1682,2172,FABP6
9045,2044,2740,GLP1R
3967,3075,4069,LYZ
9207,1422,1814,DRD3
9207,1421,1813,DRD2
7207,1013,1272,F3
7207,1667,2155,F7
7263,4306,5770,PTPN1
7920,3254,4321,MMP12
363,926,1131,CHRM3
363,2556,3362,HTR6
363,1423,1815,DRD4
363,10884,50632,CALY
363,145,150,ADRA2A
363,1323,1659,HRH1
363,2553,3359,HTR3A
363,2547,3352,HTR1D
363,927,1132,CHRM4
363,2545,3350,HTR1A
363,142,146,ADRA1A
363,2546,3351,HTR1B
363,1422,1814,DRD3
363,923,1128,CHRM1
363,2548,3354,HTR1E
363,1421,1813,DRD2
363,146,151,ADRA2B
363,2552,3358,HTR2C
363,1420,1812,DRD1
363,147,152,ADRA2C
363,2227,2950,GSTP1
363,2557,3363,HTR7
363,2550,3356,HTR2A
363,924,1129,CHRM2
363,928,1133,CHRM5
363,143,147,ADRA1B
363,13393,59340,HRH4
4871,2552,3358,HTR2C
7135,1411,1803,DPP4
5793,20620,338557,FFAR4
9067,1110,1394,CRHR1
4394,618,760,CA2
1354,1905,2556,GABRA3
1354,1903,2554,GABRA1
1354,934,1139,CHRNA7
1354,2183,2898,GRIK2
1354,1908,2559,GABRA6
1354,1906,2557,GABRA4
1354,2176,2891,GRIA2
1354,1904,2555,GABRA2
1354,1907,2558,GABRA5
1354,932,1137,CHRNA4
6674,5404,7124,TNF
4297,11333,51564,HDAC7
4297,12567,55869,HDAC8
3959,263,308,ANXA5
3959,1742,2246,FGF1
3959,1743,2247,FGF2
3959,2341,3082,HGF
3959,7334,9955,HS3ST3A1
11294,2357,3106,HLA-B
11294,2356,3105,HLA-A
2215,8080,10863,ADAM28
875,142,146,ADRA1A
875,1420,1812,DRD1
875,1421,1813,DRD2
875,923,1128,CHRM1
875,2550,3356,HTR2A
3408,2216,2937,GSS
1425,1421,1813,DRD2
9201,4058,5468,PPARG
219,923,1128,CHRM1
8875,2871,3791,KDR
8875,4462,5979,RET
897,1906,2557,GABRA4
897,1905,2556,GABRA3
897,1916,2569,GABRR1
897,1907,2558,GABRA5
897,1909,2560,GABRB1
897,576,706,TSPO
897,1910,2562,GABRB3
897,1917,2570,GABRR2
897,1904,2555,GABRA2
897,1908,2559,GABRA6
897,1911,2563,GABRD
897,1915,2568,GABRP
897,12572,55879,GABRQ
897,1914,2567,GABRG3
897,1913,2565,GABRG1
897,1912,2564,GABRE
897,1903,2554,GABRA1
897,18936,200959,GABRR3
1561,2505,3292,HSD17B1
761,4921,6558,SLC12A2
761,4922,6560,SLC12A4
761,4920,6557,SLC12A1
761,13076,57468,SLC12A5
761,7966,10723,SLC12A7
761,7363,9990,SLC12A6
5119,5911,7941,PLA2G7
13145,1150,1441,CSF3R
2822,125,126,ADH1C
7524,3919,5292,PIM1
8936,1323,1659,HRH1
6229,147,152,ADRA2C
6229,143,147,ADRA1B
6229,2550,3356,HTR2A
6229,145,150,ADRA2A
6229,1421,1813,DRD2
6229,146,151,ADRA2B
6229,142,146,ADRA1D
6229,2551,3357,HTR2B
6229,2552,3358,HTR2C
6229,142,146,ADRA1A
6229,1323,1659,HRH1
845,3674,4985,OPRD1
845,6301,8647,ABCB11
3663,834,1017,CDK2
408,1421,1813,DRD2
408,13393,59340,HRH4
408,923,1128,CHRM1
408,2555,3361,HTR5A
408,148,153,ADRB1
408,2550,3356,HTR2A
408,142,146,ADRA1A
408,2546,3351,HTR1B
408,2548,3354,HTR1E
408,146,151,ADRA2B
408,2547,3352,HTR1D
408,1422,1814,DRD3
408,1328,1665,HRH2
408,2556,3362,HTR6
408,924,1129,CHRM2
408,928,1133,CHRM5
408,2552,3358,HTR2C
408,1420,1812,DRD1
408,2545,3350,HTR1A
408,4897,6531,SLC6A3
408,1423,1815,DRD4
408,2553,3359,HTR3A
408,926,1131,CHRM3
408,145,150,ADRA2A
408,143,147,ADRA1B
408,2557,3363,HTR7
408,147,152,ADRA2C
408,1323,1659,HRH1
408,4896,6530,SLC6A2
408,927,1132,CHRM4
408,4898,6532,SLC6A4
3017,2058,2760,GM2A
3017,4056,5465,PPARA
3017,9544,26279,PLA2G2D
3017,5380,7099,TLR4
3017,9120,23643,LY96
3017,3063,4057,LTF
3017,600,733,C8G
3017,127,128,ADH5
3017,3944,5320,PLA2G2A
3017,5659,7436,VLDLR
3017,2415,3172,HNF4A
3017,11115,51228,GLTP
8789,2527,3320,HSP90AA1
3487,3075,4069,LYZ
7855,4137,5566,PRKACA
7855,4140,5569,PKIA
5155,3675,4986,OPRK1
4612,285,331,XIAP
442,11420,51727,CMPK1
4971,4058,5468,PPARG
4971,4056,5465,PPARA
6788,2094,2798,GNRHR
14006,484,590,BCHE
14006,3783,5130,PCYT1A
14006,18519,162466,PHOSPHO1
14006,57,43,ACHE
14006,3961,5338,PLD2
14006,3960,5337,PLD1
14006,934,1139,CHRNA7
14006,6921,9468,PCYT1B
8674,1821,2342,FNTB
8674,1819,2339,FNTA
3496,1516,1956,EGFR
3496,4354,5836,PYGL
3496,840,1024,CDK8
3496,839,1022,CDK7
3496,837,1020,CDK5
3496,4355,5837,PYGM
3496,841,1025,CDK9
3496,803,983,CDK1
3496,836,1019,CDK4
3496,4353,5834,PYGB
3496,834,1017,CDK2
3496,838,1021,CDK6
4618,243,279,AMY2A
14,2094,2798,GNRHR
14,3002,3973,LHCGR
797,145,150,ADRA2A
797,147,152,ADRA2C
797,142,146,ADRA1A
797,1323,1659,HRH1
797,1328,1665,HRH2
797,146,151,ADRA2B
6663,5088,6752,SSTR2
8248,834,1017,CDK2
8248,722,890,CCNA2
2035,4116,5538,PPT1
3082,3951,5328,PLAU
786,13630,64386,MMP25
786,12740,56547,MMP26
786,6186,8511,MMP23A
786,3259,4326,MMP17
786,3256,4323,MMP14
786,3254,4321,MMP12
786,3251,4318,MMP9
786,3247,4313,MMP2
786,3250,4317,MMP8
786,6793,9313,MMP20
786,3248,4314,MMP3
786,3252,4319,MMP10
786,3255,4322,MMP13
786,8106,10893,MMP24
786,3253,4320,MMP11
786,3258,4325,MMP16
786,3249,4316,MMP7
786,13530,64066,MMP27
786,3260,4327,MMP19
786,13980,79148,MMP28
786,3246,4312,MMP1
786,3257,4324,MMP15
786,6186,8511,MMP21
75,582,714,C1QC
75,1718,2214,FCGR3A
75,583,715,C1R
75,746,919,CD247
75,581,713,C1QB
75,1717,2213,FCGR2B
75,6638,9103,FCGR2C
75,745,917,CD3G
75,580,712,C1QA
75,1714,2209,FCGR1A
75,584,716,C1S
75,743,915,CD3D
75,744,916,CD3E
75,1719,2215,FCGR3B
75,1716,2212,FCGR2A
8350,40,25,ABL1
2187,1627,2099,ESR1
2187,2505,3292,HSD17B1
6486,8363,11200,CHEK2
6486,5118,6790,AURKA
6486,910,1111,CHEK1
6486,3922,5295,PIK3R1
6486,13813,65061,CDK15
6486,4149,5579,PRKCB
6486,6721,9212,AURKB
6486,187,207,AKT1
8139,834,1017,CDK2
4996,104,102,ADAM10
5130,26276,729230,CCR2
6603,2687,3567,IL5
12598,1661,2147,F2
12598,2893,3816,KLK1
12598,1673,2161,F12
12598,4206,5644,PRSS1
12598,1671,2159,F10
12598,2565,3383,ICAM1
1192,3677,4988,OPRM1
1192,3674,4985,OPRD1
3626,1352,1728,NQO1
7916,684,834,CASP1
2515,207,229,ALDOB
2515,3850,5207,PFKFB1
1830,2976,3932,LCK
8591,4306,5770,PTPN1
118,13051,57412,AS3MT
118,8668,23070,CMTR1
118,3136,4144,MAT2A
118,227,262,AMD1
118,715,875,CBS
